Clever Polotučné mlieko čerstvé 15% 1L,0.95 €
Rajo Mlieko plnotučné 35% 1 l,1.65 €
Rajo Mlieko polotučné 15% 1 l,1.55 €
Tami Tatranské mlieko plnotučné vysokopasterizované 1 l,0.99 €
Tami Tatranské horské bio plnotučné mlieko 1 l,1.75 €
Tami Tatranské horské bio polotučné mlieko 1 l,1.59 €
Rajo Mlieko polotučné 15% 1 l,1.45 €
Rajo Mlieko nízkotučné 05% 1 l,1.19 €
Clever Trvanlivé plnotučné mlieko 35% 1L,0.95 €
Clever Trvanlivé polotučné mlieko 15% 1l,0.69 €
Tami Tatranské mlieko plnotučné 1 l,1.39 €
Rajo Mliekoplus trvanlivé plnotučné mlieko s vápnikom 1 l,1.89 €
Rajo Mlieko Plus Trvanlivé polotučné mlieko s vápnikom 1 l,1.69 €
Rajo Barista mlieko 35% tuku 1 l,1.79 €
Tami Barista latte trvanlivé plnotučné mlieko s vysokým obsahom bielkovín 1 l,1.49 €
Rajo Active Protein Mlieko polotučné 15% 1 l,2.09 €
Free Mlieko bezlaktózové 35% 1L (lactose free),1.65 €
Free Mlieko bezlaktózové 15% 1L (lactose free),1.45 €
Rajo Lakto Free Mlieko polotučné 15% 1 l,1.99 €
Rajo Lakto Free Mlieko plnotučné 35% 1 l,2.19 €
Zott Pure Joy Barista nápoj z fermentovaného ovsa 1 l,2.79 €
Lactel Konzumné trvanlivé kozie mlieko polotučné 1 l,3.19 €
Actimel jogurtový nápoj s vitamínmi jahoda 8 x 100 g,4.65 €
Actimel jogurtový nápoj s vitamínmi biely 8 x 100 g,4.65 €
Actimel jogurtový nápoj s vitamínmi biely 4 x 100 g,2.55 €
Actimel jogurtový nápoj s vitamínmi jahoda 4 x 100 g,2.55 €
Müller Müllermilch Mliečny nápoj s čokoládovou príchuťou 400 g,0.99 €
Müller Müllermilch Mliečny nápoj s banánovou príchuťou 400 g,0.99 €
Müller Müllermilch Mliečny nápoj s jahodovou príchuťou 400 g,0.99 €
Müller Müllermilch Limited mliečny nápoj s príchuťou jahodového cheesecake 400 g,0.99 €
YoPro Protein mliečny nápoj s vanilkovou príchuťou 250 ml,1.69 €
YoPro Protein mliečny nápoj s čokoládovou príchuťou 250 ml,1.69 €
Rajo Active Protein Čokoláda 250 ml,1.59 €
Rajo Active Protein Vanilka 250 ml,1.59 €
Rajo Active Protein Banán 250 ml,1.59 €
Rajo Active Protein Kokos 250 ml,1.59 €
Activia Probiotický jogurtový nápoj lesné plody 280 g,1.39 €
Activia Probiotický jogurtový nápoj jahoda a kiwi 280 g,1.39 €
Rajo Probia Nature Jahoda 430 g,1.49 €
Rajo Probia Nature Mango 430 g,1.49 €
Rajo Probia Nature Vanilka Bourbon 430 g,1.49 €
Rajo Probia Imuno Čučoriedka 430 g,1.49 €
Rajo Acidko Biele 36% 950 g,1.89 €
Rajo Acidko Biele 1% 950 g,1.89 €
Rajo Acidko Biele 36% 450 g,1.09 €
Rajo Acidko Biele 1% 450 g,1.09 €
Pribináček Tyčinka s tvarohom a kakaovou polevou 38 g,0.69 €
BILLA Milk snack med 28g,0.49 €
BILLA Milk snack kakao 30g,0.49 €
Zott Monte Snack 29 g,0.39 €
Zott Monte Snack White 29 g,0.39 €
Billa Premium Chocolate Dessert 60G,1.29 €
Billa Premium Tiramisu 2X90G,1.99 €
BILLA BIO Kokosový dezert natural 140g,1.29 €
Alpro Sójový dezert s vanilkovou príchuťou 125 g,0.85 €
Alpro Sójový dezert s čokoládovou príchuťou 125 g,0.85 €
BILLA BIO Kokosový dezert mango 140g,1.29 €
Zvolenský Smotanový jogurt jahoda 145 g,0.37 €
Zvolenský Smotanový jogurt čokoláda 145 g,0.37 €
Zvolenský Smotanový jogurt čučoriedka 145 g,0.37 €
Zvolenský Smotanový jogurt stracciatella 145 g,0.37 €
Zvolenský Smotanový jogurt vanilka 145 g,0.37 €
Rajo Mňam Smotanový jogurt jahoda 145 g,0.65 €
Rajo Mňam Smotanový jogurt čokoláda 145 g,0.65 €
Rajo Mňam Smotanový jogurt čučoriedka 145 g,0.65 €
Rajo Probia Nature Vanilka Bourbon 135 g,0.45 €
Rajo Probia Nature Jahoda 135 g,0.45 €
Rajo Active Protein Grécky typ jogurtu jahoda 150 g,0.99 €
Rajo Vegan dezert mango-maracuja 135 g,1.39 €
Rajo Vegan dezert višňa-čierna ríbezľa 135 g,1.39 €
Rajo Lakto Free Smotanový jogurt čokoláda 145 g,0.69 €
Rajo Lakto Free Smotanový jogurt jahoda 145 g,0.69 €
Rajo Lakto Free Smotanový jogurt vanilka 145 g,0.69 €
Rajo Lakto Free Smotanový jogurt čučoriedka 145 g,0.69 €
Milsy Bánovecký smotanový jogurt jahoda 145 g,0.37 €
Milsy Bánovecký smotanový jogurt čokoláda 145 g,0.37 €
Milsy Bánovecký smotanový jogurt vanilka 145 g,0.37 €
Fantasia jogurt s mliečnou čokoládou 110 g,0.99 €
Fantasia jogurt s čokoládovými guľôčkami 100 g,0.99 €
Fantasia Jogurt s čokovločkami 102g,0.99 €
Fantasia Jahoda 122 g,0.99 €
Milko Řecký jogurt 0% biely 140 g,0.59 €
Zvolenský Smotanový jogurt biely 145 g,0.37 €
Zvolenský Smotanový jogurt biely 320 g,1.15 €
Rajo Probia Nature Biely jogurt 135 g,0.45 €
Rajo Nízkotučný jogurtový krém biely 145 g,0.49 €
Rajo Lakto Free Smotanový jogurt biely 145 g,0.69 €
Activia jogurt biely 120 g,0.79 €
Activia vlašský orech a ovos 120 g,0.79 €
Activia Jogurt biely 165 g,1.09 €
Milsy Bánovecký smotanový jogurt biely 145 g,0.65 €
Hollandia Gazdovský jogurt biely s kultúrou BiFi 200 g,0.39 €
Milko Bio řecký jogurt 0% biely 130 g,0.59 €
Sabi Jogurt biely 150g,0.79 €
BILLA Smotanový jogurt biely 400g,1.15 €
BILLA Smotanový jogurt biely 145g,0.45 €
BILLA BIO Jogurt biely 150g,0.35 €
BILLA Jogurt selský biely 400g,0.99 €
BILLA Zrejúci jogurt biely 180g,0.59 €
Kri-Kri Originál grécky jogurt biely 1kg,4.95 €
Clever Jogurt biely 150g,0.29 €
Clever Jogurt krémový biely 500g,0.79 €
Clever Smotanový jogurt biely 400g,0.99 €
BILLA Skyr natural 500g,1.69 €
Rajo Tvaroh jemný hrudkovitý 250 g,1.39 €
Rajo Tvaroh odtučnený hrudkovitý 180 g,1.65 €
Babička Tvaroh mäkký hrudkovitý 250 g,1.49 €
Babička Tvaroh mäkký hrudkovitý 500 g,2.79 €
Babička Tvaroh tučný hrudkovitý delaktózovaný 250 g,2.39 €
Milko Tvaroh odtučnený 250g,0.85 €
Milko Tvaroh polotučný 250g,1.29 €
BILLA Tvaroh tučný hrudkovitý 250g,1.09 €
BILLA Bio Tvaroh odtučnený 250g,1.29 €
Tami Tvaroh 200 g,1.09 €
Clever Tvaroh tučný 250g,1.09 €
Rajo Ochutený tvaroh hrozienka a vanilka 250 g,1.89 €
Rajo Fit tvaroh jablko-mrkva 200 g,1.19 €
Rajo Fit tvaroh mango mrkva pomaranč 200 g,1.19 €
Rajo Ochutený tvaroh jablko a škorica 250 g,1.29 €
Rajo Active Protein Tvaroh horká čokoláda 200 g,2.05 €
Liptov Bryndza 125g,1.99 €
BILLA Plnotučná Bryndza 250g,3.19 €
Clever Bryndza 125g,1.49 €
Rajo Cottage Cheese biely 180 g,0.99 €
Rajo Cottage Cheese pažítka 180 g,0.99 €
Rajo Cottage Cheese chilli 180 g,0.99 €
Rajo Cottage Cheese Yummy vanilka 180 g,0.99 €
BILLA Cottage cheese chilli 180g,1.29 €
BILLA Cottage cheese pažítka 200g,1.29 €
Clever Cottage cheese natural 200g,0.89 €
Milsy Bánovecká nátierka tradičná natur 200 g,0.99 €
Milsy Bánovecká nátierka s jogurtom a vlákninou 200 g,0.99 €
Lučina Svěží 180 g,1.99 €
Lučina Svěží 120 g,1.99 €
Lučina S pažítkou 120 g,1.99 €
Lučina Nadýchaná so smotanou 140 g,2.29 €
Lučina Šalátová jemne slaná 150 g,2.65 €
Rajo Ľahšie roztierateľné maslo 225 g,2.69 €
BILLA Čerstvý syr bylinky 200g,1.75 €
Karička Chutná smotanová nátierka s pažítkou 120 g,1.89 €
Karička Chutná smotanová nátierka čistá 120 g,1.89 €
Karička Chutná smotanová nátierka s cesnakom a cibuľkou 120 g,1.89 €
Tami Enciánka nátierka 150 g,1.49 €
Nika Nátierka 130 g,1.69 €
Nika Nátierka 130 g,1.69 €
Lunter Škvarková rastlinná nátierka 100 g,0.99 €
Lunter Mexická rastlinná nátierka 100 g,0.99 €
Lunter Francúzska rastlinná nátierka 100 g,0.99 €
Lunter Cícerová rastlinná nátierka 100 g,0.99 €
Lunter Tofu krémová nátierka pažítková 140 g,1.69 €
Lunter Tofu šqvarková nátierka premium 150 g,1.59 €
Nurishh Nátierka s príchuťou cesnak a bylinky 130 g,2.19 €
Nurishh Vegánska potravinová špecialita 130 g,2.19 €
Taverna Hummus oriental 200g,2.49 €
BILLA Smotana na šľahanie 33% 200g,1.09 €
Rajo Smotana na šľahanie 33% 250 ml,1.79 €
Rajo Smotana na šľahanie 30 % 250 ml,1.49 €
Rajo Smotana na šľahanie 33% 180 ml,1.39 €
Tami Trvanlivá smotana na šľahanie 250 ml,1.59 €
Clever Smotana na šľahanie 30% 250ml,1.39 €
Rajo Lakto Free Smotana na šľahanie 30% 200 ml,2.19 €
BILLA Smotana na varenie 12% 200g,0.59 €
Rajo Smotana na varenie 10% 180 ml,0.99 €
Rajo Smotana na varenie 10 % 250 ml,1.39 €
Rajo Smotana na varenie 10 % 500 ml,2.19 €
Kunín smotana na varenie 12% 375g,1.09 €
Clever Smotana na varenie 10% 500ml,1.49 €
Rajo Lakto Free Bezlaktózová smotana na varenie 10% 200 ml,1.25 €
Alpro sójová alternatíva smotany na varenie 250 ml,1.99 €
Rajo Vegan Krém na varenie 15% 250 ml,1.35 €
BILLA Smotana kyslá 16% 200g,0.75 €
Rajo Smotana pochúťková kyslá 14 % 180 g,0.69 €
Rajo Smotana pochúťková kyslá 14% 250 g,1.39 €
Rajo Smotana pochúťková kyslá 14 % 375 g,1.85 €
Agro Tami Nitrianska smotana kyslá 16 % 175 g,0.79 €
Babička Smotana pochúťková kyslá 14 % 200 g,0.69 €
Milsy Smotana pochúťková kyslá 16% 200 g,0.59 €
Babička Smotana kyslá 14 % Delakto 200 g,1.09 €
Rajo Lakto Free Smotana kyslá 14% 200 g,1.15 €
BILLA Šľahačka sprejová 17% 250g,1.89 €
Rajo Šľahačka z lahodnej smotany 250 g,2.59 €
Rajo Vitala Dezert na šľahanie 250 g,1.45 €
Rajo Lakto Free Šľahačka v spreji 22% 250 g,3.09 €
Rajo Vegan Topping dezert 200 ml,1.79 €
Maresi Original zahustené plnotučné mlieko nesladené 500 g,3.29 €
Maresi Original zahustené plnotučné mlieko nesladené 250 g,1.89 €
Maresi Light čiastočne odtučnené zahustené mlieko nesladené 250 g,1.89 €
Kapucín Smotana do kávy 310g,2.45 €
Rajo Smotana do kávy 10 x 10g,0.75 €
Minus L Smotana do kávy 10% 165 g,1.69 €
Clever smotanka do kávy 10% 10 x 10g,0.49 €
Alpro ryžový výrobok na varenie 250 ml,1.99 €
Hellmann's Majolenka originál 405 ml,4.09 €
Hellmann's Majolenka starej mamy 405 ml,4.09 €
Hellmann's Majolenka delikátna 405 ml,2.79 €
Doma Majonéza ochutená 270g,1.69 €
Hellmann's Majolenka originál 210 ml,1.49 €
Doma Bezvaječná mayo omáčka vegan 225 g,1.79 €
Hellmann's Tatárska omáčka 405 ml,4.09 €
Hellmann's Tatárska omáčka delikátna 405 ml,2.79 €
Hellmann's Tatárska omáčka 210 ml,1.49 €
Doma Bezvaječná tatárska omáčka vegan 225 g,1.79 €
Doma Tatarská omáčka premium 250ml,1.75 €
Doma Tatárska omáčka 270g,1.69 €
Clever Tatárska omáčka 380ml,1.99 €
Šmak Tatárska omáčka 400ml,2.49 €
Tatra Piknik Zahustené sladené mlieko 150 g,1.59 €
Tatra Piknik Zahustené sladené mlieko 75 g,1.29 €
Tatra Pikao Sladené zahustené mlieko kakaové 150 g,1.59 €
Tatra Pikao Sladené zahustené mlieko kakaové 75 g,1.29 €
Tatra Jesenka Zahustená sladená smotana 75 g,1.29 €
BILLA Caffe Latte macchiato 200ml,0.89 €
BILLA Caffe Latte cappuccino 200ml,0.89 €
Hochwald Ľadová káva eiskaffee 500ml,1.35 €
BILLA Caffe Latte espresso 200ml,0.89 €
Starbucks Caramel Macchiato 220 ml,2.59 €
Starbucks Cappuccino 220 ml,2.59 €
Starbucks Skinny Latte 220 ml,2.59 €
Rajo Ice Coffee Caffè Latte 330 ml,1.25 €
Maresi Vienna Ice Coffee Vanilla 230 ml,1.85 €
Maresi Vienna Ice Coffee cappucine 230ml,1.85 €
